Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto,Formas de Pago_Contado,Formas de Pago_Otros,Matrícula al día_Sí,Becario_Sí,Situación laboral_No Trabaja,Situación laboral_Tiempo completo,Facultad_Ciencias Humanas y Educación,Facultad_Ciencias de la Salud,Facultad_Ingeniería y Arquitectura,Facultad_Teología,Orden de solicitud_Segunda Opción,Orden de solicitud_Tercera Opción,Modo de solicitud_Ingreso directo,Modo de solicitud_Ingreso por convenio o beca especial,Modo de solicitud_Ingreso por reingreso,Modo de solicitud_Ingreso por traslado externo,Modo de solicitud_Ingreso por traslado interno,Procedencia_Lima,Procedencia_Provincia,Vivienda_Familiares,Vivienda_Residencia,Necesidades educativas especiales_Sí,Trasladado(a)_Sí,Género_M,Crianza Adventista_Sí,Estado civil_Soltero,Titulación de la madre_Primaria,Titulación de la madre_Secundaria,Titulación de la madre_Sin estudios,Titulación de la madre_Técnica,Titulación del padre_Primaria,Titulación del padre_Secundaria,Titulación del padre_Sin estudios,Titulación del padre_Técnica,Ocupación de la madre_Ama de casa / labores del hogar,Ocupación de la madre_Comerciantes / vendedores,Ocupación de la madre_Desempleado / sin ocupación,Ocupación de la madre_Empleados administrativos / de oficina,Ocupación de la madre_Militares / policías / fuerzas del orden,Ocupación de la madre_Obreros / trabajadores manuales,Ocupación de la madre_Otros / no especificado,Ocupación de la madre_Profesionales y técnicos,Ocupación de la madre_Servicios personales y domésticos,Ocupación del padre_Ama de casa / labores del hogar,Ocupación del padre_Comerciantes / vendedores,Ocupación del padre_Desempleado / sin ocupación,Ocupación del padre_Empleados administrativos / de oficina,Ocupación del padre_Militares / policías / fuerzas del orden,Ocupación del padre_Obreros / trabajadores manuales,Ocupación del padre_Otros / no especificado,Ocupación del padre_Profesionales y técnicos,Ocupación del padre_Servicios personales y domésticos,Edad_scaled,Promedio ponderado del semestre_scaled,Asistencia (%)_scaled,Desarrollo de Tareas (%)_scaled,Deuda_scaled,deuda_neta_scaled,tasa_aprobacion_scaled,tasa_evaluacion_scaled,carga_aprobada_scaled,backlog_eval_scaled,backlog_aprob_scaled,trabajo_ordinal_scaled,conflicto_trabajo_estudio_scaled
14.46,84.3,84.0,0.75,0.8,0.6,1,1,2014.7,1500.1,0,0,22,1,5,1,5,1,1,5,4,5,2,5,5,5,Graduado,0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.41564792176039145,-0.03478260869565267,0.34495412844036716,1.3554361745322798,1.2065965903122657,0.3333333333333335,-1.2,0.13333333333333336,1.0,-0.5,0.0,0.0
11.0,92.1,88.4,0.5714285714285714,0.875,0.5,1,3,284.43,1.670000000000016,2,1,22,4,2,2,5,1,4,4,5,3,4,4,4,4,Graduado,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.43031784841075793,0.6434782608695645,0.6678899082568813,-0.4459714110212283,-0.2575611376699898,-0.38095238095238093,-0.7500000000000002,-0.33333333333333315,1.0,0.5,1.0,0.5
11.52,65.3,84.5,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,647.08,441.09000000000003,8,2,20,1,4,1,1,5,5,1,5,5,5,4,1,2,Graduado,0,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.4,-0.3031784841075795,-1.686956521739131,0.3816513761467892,-0.06841157301850051,0.17180839499417389,0.0,-0.8571428571428577,0.0,1.0,0.0,2.0,2.0
12.51,79.0,82.4,0.6666666666666666,1.0,0.6666666666666666,0,2,282.77,191.39,0,0,22,2,1,4,1,4,2,2,5,4,2,4,3,5,Graduado,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,-0.06112469437652812,-0.4956521739130437,0.22752293577981714,-0.44769965955586094,-0.0721804364341673,0.0,0.0,0.44444444444444436,0.0,0.0,0.0,0.0
5.0,88.9,84.5,0.16666666666666666,0.8571428571428571,0.14285714285714285,1,5,33.14,-567.0500000000001,0,0,24,5,4,5,4,4,3,1,2,5,5,5,3,3,Graduado,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4,-1.8973105134474328,0.36521739130434805,0.3816513761467892,-0.7075928413030578,-0.8132733051106233,-2.0,-0.8571428571428577,-1.9999999999999998,1.0,1.5,0.0,0.0
15.97,92.7,85.6,0.8,1.0,0.8,0,1,1146.94,16.65000000000009,0,0,27,1,2,1,5,3,1,4,5,3,1,5,1,5,Graduado,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.0,0.7848410757946213,0.6956521739130435,0.46238532110091723,0.45199945862094104,-0.24292376204004756,0.5333333333333337,0.0,1.0666666666666669,0.0,-0.5,0.0,0.0
13.91,70.8,98.3,0.6,1.0,0.6,0,2,813.05,-538.3300000000002,0,0,21,5,4,3,1,3,5,2,5,1,5,5,4,4,Desertó,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.2,0.2811735941320294,-1.2086956521739136,1.3944954128440368,0.10438204703751132,-0.7852101924209078,-0.2666666666666666,0.0,0.13333333333333336,0.0,0.0,0.0,0.0
14.91,84.5,87.6,0.8,0.8333333333333334,0.6666666666666666,1,1,1032.64,608.2700000000001,0,0,21,5,1,1,5,1,1,2,1,1,1,1,2,5,Graduado,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.2,0.525672371638142,-0.017391304347826333,0.6091743119266053,0.3330001769893079,0.33516463383354145,0.5333333333333337,-1.0,0.44444444444444436,1.0,-0.5,0.0,0.0
16.35,89.7,79.3,0.8571428571428571,0.875,0.75,1,1,539.29,266.73999999999995,0,0,20,5,3,4,4,1,1,5,1,1,1,2,5,4,Graduado,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.4,0.8777506112469442,0.43478260869565216,0.0,-0.1806332052763636,0.0014461492611690893,0.7619047619047619,-0.7500000000000002,0.8333333333333334,1.0,-0.5,0.0,0.0
9.37,98.6,57.8,0.4,1.0,0.4,0,3,1185.77,68.54999999999995,0,0,25,1,5,1,4,2,4,5,1,2,2,1,2,5,Desertó,1,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.6,-0.8288508557457215,1.2086956521739123,-1.5779816513761469,0.4924258987412937,-0.1922108251112095,-1.0666666666666664,0.0,-0.7999999999999997,0.0,0.5,0.0,0.0
8.78,66.8,83.5,0.5,0.8,0.4,1,2,224.41,-137.41,5,1,24,5,5,3,5,2,5,5,1,2,3,3,1,3,Desertó,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.4,-0.9731051344743278,-1.5565217391304353,0.30825688073394514,-0.5084590477975243,-0.39346008310472624,-0.6666666666666665,-1.2,-0.7999999999999997,1.0,0.0,1.0,1.25
6.8,84.7,91.2,0.3333333333333333,0.8571428571428571,0.2857142857142857,1,4,1731.06,1447.9499999999998,0,0,18,1,1,1,5,3,1,4,1,2,5,2,5,1,Graduado,0,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.8,-1.4572127139364304,0.0,0.8733944954128444,1.0601347200966154,1.1556393714136353,-1.3333333333333333,-0.8571428571428577,-1.3333333333333333,1.0,1.0,0.0,0.0
20.0,79.2,72.5,1.0,0.8333333333333334,0.8333333333333334,1,0,1213.81,137.27999999999997,0,0,24,1,1,3,4,3,1,3,1,1,2,4,4,5,Desertó,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4,1.7701711491442544,-0.4782608695652174,-0.49908256880733926,0.5216187233865343,-0.12505282597596762,1.3333333333333335,-1.0,1.2222222222222225,1.0,-1.0,0.0,0.0
10.98,94.6,80.6,0.5,1.0,0.5,0,4,475.25,266.1,5,1,21,5,5,2,5,2,5,3,1,5,5,2,1,1,Graduado,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.2,-0.43520782396088004,0.8608695652173906,0.09541284403669704,-0.2473061186244807,0.0008207874185014035,-0.6666666666666665,0.0,-0.33333333333333315,0.0,1.0,1.0,1.25
12.11,84.6,84.1,0.6666666666666666,0.75,0.5,1,1,1631.6,1509.82,0,0,20,1,5,3,2,1,4,1,4,1,5,5,3,1,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.4,-0.1589242053789732,-0.008695652173913784,0.3522935779816512,0.9565855639191679,1.2160942732977822,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,0.0,0.0
9.27,88.6,78.9,0.4,0.8333333333333334,0.3333333333333333,1,3,251.39,-124.21000000000004,1,1,21,5,1,2,5,2,1,4,1,3,3,4,2,4,Graduado,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.2,-0.8533007334963326,0.33913043478260796,-0.02935779816513699,-0.48036980354186837,-0.3805619950997038,-1.0666666666666664,-1.0,-1.111111111111111,1.0,0.5,1.0,0.25
10.85,79.3,82.6,0.6,1.0,0.6,0,2,1921.08,1435.79,0,0,22,2,4,2,1,3,5,4,2,5,5,2,5,2,Desertó,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,-0.46699266503667486,-0.46956521739130486,0.2422018348623851,1.257967121633299,1.143757496402948,-0.2666666666666666,0.0,0.13333333333333336,0.0,0.0,0.0,0.0
9.34,74.6,74.2,0.5,0.8571428571428571,0.42857142857142855,1,3,93.11,-723.04,0,0,19,1,1,3,4,3,5,2,5,5,4,5,4,3,Graduado,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6,-0.8361858190709046,-0.8782608695652181,-0.37431192660550416,-0.6451572602055158,-0.9656954829820966,-0.6666666666666665,-0.8571428571428577,-0.6666666666666666,1.0,0.5,0.0,0.0
15.2,83.3,62.8,0.8,1.0,0.8,0,1,390.13,-101.11000000000001,0,0,19,5,1,4,5,3,5,5,3,4,3,5,2,5,Desertó,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.6,0.5965770171149143,-0.1217391304347831,-1.2110091743119267,-0.3359257061352823,-0.3579903410909145,0.5333333333333337,0.0,1.0666666666666669,0.0,-0.5,0.0,0.0
11.82,100.0,73.0,0.5714285714285714,0.875,0.5,1,3,521.85,-419.94999999999993,10,2,28,5,5,2,4,2,1,5,3,5,5,5,4,1,Graduado,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.2,-0.22982885085574561,1.3304347826086953,-0.46238532110091723,-0.19879022602575708,-0.6695377940849565,-0.38095238095238093,-0.7500000000000002,-0.33333333333333315,1.0,0.5,2.0,2.5
11.12,83.5,73.8,0.6666666666666666,0.75,0.5,1,1,148.56,-240.43,0,0,22,1,5,5,4,1,5,4,1,5,1,1,4,4,Graduado,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.4009779951100246,-0.10434782608695677,-0.4036697247706422,-0.587427512467335,-0.49412379721665134,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,0.0,0.0
13.27,83.7,82.8,0.75,1.0,0.75,0,1,3262.28,3060.4,0,0,23,3,3,4,5,5,2,1,2,5,1,1,4,5,Graduado,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2,0.12469437652811731,-0.08695652173913043,0.25688073394495414,2.6543086485304683,2.731209220178668,0.3333333333333335,0.0,0.8333333333333334,0.0,-0.5,0.0,0.0
9.75,96.3,86.9,0.42857142857142855,1.0,0.42857142857142855,0,4,45.35,-218.29999999999998,0,0,23,1,1,5,3,1,5,3,1,5,5,5,5,4,Graduado,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.2,-0.7359413202933985,1.0086956521739125,0.5577981651376153,-0.694880844551332,-0.4724999572506554,-0.9523809523809523,0.0,-0.6666666666666666,0.0,1.0,0.0,0.0
13.97,97.4,79.7,0.75,0.8,0.6,1,1,1371.96,410.89,0,0,22,5,2,4,5,1,4,4,1,1,1,1,4,5,Desertó,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.2958435207823963,1.1043478260869568,0.029357798165138033,0.6862708352854213,0.14229913304328917,0.3333333333333335,-1.2,0.13333333333333336,1.0,-0.5,0.0,0.0
11.38,99.5,80.5,0.5,1.0,0.5,0,2,22.49,-913.24,0,0,19,4,1,3,5,5,1,1,1,3,3,3,5,2,Graduado,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,-0.6,-0.337408312958435,1.28695652173913,0.08807339449541306,-0.7186807008776587,-1.15154520559992,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.0,0.0,0.0
13.9,83.5,65.0,0.6666666666666666,0.75,0.5,1,1,181.3,-58.31,0,0,25,1,1,1,3,3,3,1,2,3,2,3,5,1,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6,0.2787286063569684,-0.10434782608695677,-1.0495412844036696,-0.553341454019219,-0.31616926786250843,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,0.0,0.0
10.72,79.2,73.9,0.5,1.0,0.5,0,2,2345.72,1896.0199999999998,0,0,26,2,5,1,5,1,5,5,2,3,5,1,2,5,Desertó,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.8,-0.49877750611246924,-0.4782608695652174,-0.39633027522935715,1.70006559015523,1.5934610602326051,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.0,0.0,0.0
8.96,72.9,81.4,0.5,1.0,0.5,0,2,1072.83,786.4699999999999,5,1,24,4,5,1,5,1,3,2,5,1,5,2,1,1,Desertó,1,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4,-0.9290953545232271,-1.026086956521739,0.1541284403669731,0.3748425315717691,0.5092888219013442,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.0,1.0,1.25
12.96,71.5,82.4,0.7142857142857143,1.0,0.7142857142857143,0,2,325.99,-72.38,0,0,19,2,4,1,2,3,3,5,5,4,3,1,2,5,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.6,0.048899755501222754,-1.147826086956522,0.22752293577981714,-0.4027027308409074,-0.32991745712240733,0.1904761904761907,0.0,0.6666666666666669,0.0,0.0,0.0,0.0
15.05,92.3,91.6,0.7142857142857143,0.875,0.625,1,2,413.93,-931.73,5,1,23,1,5,1,2,4,3,1,2,1,3,1,1,5,Graduado,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2,0.5599022004889977,0.6608695652173908,0.9027522935779815,-0.3111472030483805,-1.169612300085743,0.1904761904761907,-0.7500000000000002,0.2500000000000001,1.0,0.0,1.0,1.25
14.62,77.2,97.3,0.75,1.0,0.75,0,2,681.96,30.25,3,1,23,1,3,3,5,2,5,4,3,2,1,4,5,5,Graduado,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.2,0.45476772616136907,-0.6521739130434783,1.3211009174311927,-0.03209753151971341,-0.22963482288335788,0.3333333333333335,0.0,0.8333333333333334,0.0,0.0,1.0,0.75
14.29,72.8,71.8,0.8,1.0,0.8,0,1,203.34,-143.61999999999998,5,1,23,5,5,1,2,4,5,3,3,1,2,2,4,5,Graduado,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2,0.3740831295843519,-1.0347826086956526,-0.5504587155963303,-0.5303953108244578,-0.3995280472343617,0.5333333333333337,0.0,1.0666666666666669,0.0,-0.5,1.0,1.25
13.12,84.9,90.6,0.6666666666666666,0.75,0.5,1,1,993.82,-352.65,2,1,18,3,2,1,3,5,5,1,1,5,4,5,5,3,Graduado,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.8,0.08801955990220035,0.017391304347826333,0.8293577981651374,0.29258414800470595,-0.6037770878169254,0.0,-1.5000000000000004,-0.33333333333333315,1.0,-0.5,1.0,0.5
9.15,87.3,44.0,0.5,0.8571428571428571,0.42857142857142855,1,3,152.76,-269.67,0,0,25,2,1,1,5,1,1,5,4,1,5,1,5,1,Desertó,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6,-0.8826405867970659,0.22608695652173863,-2.5908256880733944,-0.5830548354519994,-0.5226950164035343,-0.6666666666666665,-0.8571428571428577,-0.6666666666666666,1.0,0.5,0.0,0.0
9.13,85.4,80.2,0.5,1.0,0.5,0,2,176.5,-601.99,1,1,25,1,1,3,3,3,4,2,3,3,5,3,5,5,Graduado,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6,-0.8875305623471881,0.06086956521739155,0.06605504587156005,-0.5583387991796025,-0.8474141532087659,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.0,1.0,0.25
12.46,85.3,68.2,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1267.28,1004.1199999999999,10,2,21,1,5,4,3,3,3,1,2,1,5,1,1,4,Graduado,0,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.2,-0.07334963325183348,0.052173913043477765,-0.8146788990825684,0.5772870662460567,0.7219607048023392,0.0,-0.8571428571428577,0.0,1.0,0.0,2.0,2.5
13.78,76.7,97.2,0.6666666666666666,1.0,0.6666666666666666,0,2,400.8,329.16,4,1,23,3,4,2,2,4,2,1,3,1,5,4,3,1,Graduado,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2,0.24938875305623462,-0.6956521739130435,1.3137614678899088,-0.32481702428917963,0.0624384714788586,0.0,0.0,0.44444444444444436,0.0,0.0,1.0,1.0
9.62,96.7,91.4,0.42857142857142855,1.0,0.42857142857142855,0,4,2879.25,2277.43,5,1,21,2,5,5,5,5,5,1,3,5,4,4,4,3,Graduado,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.2,-0.7677261613691934,1.0434782608695652,0.8880733944954134,2.2555309158676122,1.966147404626212,-0.9523809523809523,0.0,-0.6666666666666666,0.0,1.0,1.0,1.25
10.06,81.2,68.2,0.5,1.0,0.5,0,3,2350.0,1574.4,2,1,24,2,2,4,5,3,3,2,1,3,5,5,1,2,Desertó,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.4,-0.6601466992665035,-0.30434782608695654,-0.8146788990825684,1.704521556256572,1.2791971917344755,-0.6666666666666665,0.0,-0.33333333333333315,0.0,0.5,1.0,0.5
7.88,89.6,87.2,0.3333333333333333,0.75,0.25,1,2,1032.08,261.0799999999999,0,0,19,1,2,5,5,5,1,1,4,3,5,4,2,5,Graduado,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6,-1.1931540342298288,0.4260869565217384,0.5798165137614683,0.33241715338726296,-0.00408439453492389,-1.3333333333333333,-1.5000000000000004,-1.4999999999999998,1.0,0.0,0.0,0.0
11.67,100.0,83.6,0.6,1.0,0.6,0,2,479.41,-77.93,0,0,23,1,4,3,5,2,4,4,4,1,5,1,3,2,Graduado,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.2,-0.26650366748166254,1.3304347826086953,0.31559633027522915,-0.24297508615214827,-0.3353405168517918,-0.2666666666666666,0.0,0.13333333333333336,0.0,0.0,0.0,0.0
10.65,78.6,72.1,0.5,0.8571428571428571,0.42857142857142855,1,3,1021.82,657.09,1,1,26,2,1,2,1,2,1,1,1,2,5,2,4,4,Graduado,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8,-0.5158924205378972,-0.5304347826086964,-0.5284403669724773,0.3217353281069433,0.38286801689454103,-0.6666666666666665,-0.8571428571428577,-0.6666666666666666,1.0,0.5,1.0,0.25
14.62,83.9,77.9,0.6666666666666666,1.0,0.6666666666666666,0,2,176.53,-592.99,10,2,21,2,5,1,2,3,2,4,4,5,5,1,1,5,Graduado,0,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.2,0.45476772616136907,-0.0695652173913041,-0.10275229357798102,-0.5583075657723501,-0.8386200022962506,0.0,0.0,0.44444444444444436,0.0,0.0,2.0,2.5
